id,year,month,day,season,holiday,workingday,weather_code,temp,temp_feel,humidity,windspeed,demand
76,2017,1,4,0,0,0,1,4.92,7.575,74,8.9981,4.543294782
77,2017,1,4,0,0,0,1,5.74,7.575,69,11.0014,5.187385806
78,2017,1,4,0,0,0,1,6.56,7.575,64,13.04858941,4.605170186
79,2017,1,4,0,0,0,2,6.56,6.82,69,22.0028,3.737669618
80,2017,1,4,0,0,0,1,9.02,10.605,51,19.9995,4.043051268
81,2017,1,4,0,0,0,1,9.02,11.365,51,11.0014,4.356708827
82,2017,1,4,0,0,0,1,9.84,11.365,56,12.998,4.574710979
83,2017,1,4,0,0,0,1,10.66,12.88,52,15.0013,4.143134726
84,2017,1,4,0,0,0,1,20.08945377,13.635,52,16.9979,4.17438727
85,2017,1,4,0,0,0,1,12.3,14.395,49,16.9979,4.418840608
86,2017,1,4,0,0,0,1,11.48,13.635,48,15.0013,5.356586275
87,2017,1,4,0,0,0,1,10.66,12.88,48,12.998,5.204006687
88,2017,1,4,0,0,0,1,9.84,12.88,48,7.0015,4.718498871
89,2017,1,4,0,0,0,1,9.84,12.88,48,7.0015,3.988984047
90,2017,1,4,0,0,0,1,20.08945377,13.635,64,0,3.871201011
91,2017,1,4,0,0,0,1,9.02,12.88,64,6.0032,3.555348061
92,2017,1,4,0,0,0,1,8.2,11.365,69,6.0032,2.397895273
93,2017,1,5,0,0,0,1,8.2,12.88,64,0,1.791759469
94,2017,1,5,0,0,0,1,6.56,9.85,74,6.0032,1.791759469
95,2017,1,5,0,0,0,1,6.56,9.85,74,6.0032,0.693147181
96,2017,1,5,0,0,0,1,9.84,11.365,48,15.0013,0.693147181
97,2017,1,5,0,0,0,1,9.02,11.365,47,11.0014,1.098612289
98,2017,1,5,0,0,0,1,8.2,9.85,47,15.0013,3.496507561
99,2017,1,5,0,0,0,1,7.38,9.09,43,12.998,4.477336814
100,2017,1,5,0,0,0,1,8.2,9.09,40,19.9995,5.272999559
101,2017,1,5,0,0,0,1,20.08945377,9.85,37,22.0028,4.744932128
102,2017,1,5,0,0,0,1,9.02,9.85,37,22.0028,4.043051268
103,2017,1,5,0,0,0,1,10.66,11.365,33,22.0028,3.828641396
104,2017,1,5,0,0,0,1,10.66,11.365,33,22.0028,4.369447852
105,2017,1,5,0,0,0,1,11.48,12.88,30,19.9995,4.262679877
106,2017,1,5,0,0,0,1,12.3,14.395,28,12.998,4.127134385
107,2017,1,5,0,0,0,1,12.3,14.395,28,12.998,4.127134385
108,2017,1,5,0,0,0,1,12.3,15.91,28,6.0032,4.48863637
109,2017,1,5,0,0,0,1,9.84,11.365,38,12.998,5.247024072
110,2017,1,5,0,0,0,1,9.84,12.12,38,8.9981,5.129898715
111,2017,1,5,0,0,0,1,9.84,12.88,38,7.0015,4.882801923
112,2017,1,5,0,0,0,1,9.02,11.365,47,11.0014,4.48863637
113,2017,1,5,0,0,0,1,8.2,9.85,51,12.998,3.761200116
114,2017,1,5,0,0,0,1,7.38,9.85,55,8.9981,3.737669618
115,2017,1,5,0,0,0,1,8.2,12.88,47,0,2.944438979
116,2017,1,6,0,0,0,1,7.38,12.12,55,0,2.397895273
117,2017,1,6,0,0,0,1,6.56,11.365,64,0,1.386294361
118,2017,1,6,0,0,0,1,6.56,11.365,64,0,0.693147181
119,2017,1,6,0,0,0,2,6.56,9.85,64,6.0032,0
120,2017,1,6,0,0,0,2,5.74,9.09,69,6.0032,1.386294361
121,2017,1,6,0,0,0,2,5.74,8.335,63,7.0015,3.583518938
122,2017,1,6,0,0,0,2,20.08945377,11.365,59,0,4.553876892
123,2017,1,6,0,0,0,1,6.56,11.365,59,0,5.38907173
124,2017,1,6,0,0,0,2,20.08945377,12.12,51,0,4.804021045
125,2017,1,6,0,0,0,1,8.2,12.88,47,0,3.80666249
126,2017,1,6,0,0,0,1,9.02,12.88,44,6.0032,4.077537444
127,2017,1,6,0,0,0,1,10.66,14.395,35,0,4.430816799
128,2017,1,6,0,0,0,1,10.66,13.635,35,7.0015,4.204692619
129,2017,1,6,0,0,0,1,11.48,13.635,36,11.0014,4.248495242
130,2017,1,6,0,0,0,1,11.48,13.635,36,0,4.127134385
131,2017,1,6,0,0,0,1,10.66,12.88,38,11.0014,4.454347296
132,2017,1,6,0,0,0,1,9.02,11.365,51,11.0014,5.147494477
133,2017,1,6,0,0,0,1,9.02,11.365,51,8.9981,5.093750201
134,2017,1,6,0,0,0,1,9.02,12.88,55,13.04858941,4.718498871
135,2017,1,6,0,0,0,1,20.08945377,10.605,51,11.0014,4.234106505
136,2017,1,6,0,0,0,2,9.02,10.605,55,15.0013,3.871201011
137,2017,1,6,0,0,0,2,9.02,10.605,51,19.0012,3.951243719
138,2017,1,6,0,0,0,2,20.08945377,9.85,59,12.998,3.135494216
139,2017,1,7,0,0,0,2,8.2,9.85,64,12.998,2.833213344
140,2017,1,7,0,0,0,2,8.2,9.85,69,15.0013,1.945910149
141,2017,1,7,0,0,0,2,8.2,9.85,69,15.0013,0
142,2017,1,7,0,0,0,2,8.2,10.605,69,8.9981,0
143,2017,1,7,0,0,0,3,20.08945377,13.635,55,0,1.609437912
144,2017,1,7,0,0,0,2,8.2,12.88,69,0,3.526360525
145,2017,1,7,0,0,0,1,8.2,10.605,69,8.9981,4.430816799
146,2017,1,7,0,0,0,1,8.2,9.85,51,16.9979,5.347107531
147,2017,1,7,0,0,0,1,8.2,9.09,47,19.9995,4.8978398
148,2017,1,7,0,0,0,1,20.08945377,9.85,37,22.0028,4.143134726
149,2017,1,7,0,0,0,2,8.2,23.53126075,40,15.0013,4.204692619
150,2017,1,7,0,0,0,2,20.08945377,9.85,37,16.9979,4.077537444
151,2017,1,7,0,0,0,2,8.2,9.09,37,19.0012,4.290459441
152,2017,1,7,0,0,0,2,8.2,9.85,40,16.9979,3.912023005
153,2017,1,7,0,0,0,2,8.2,10.605,37,11.0014,4.276666119
154,2017,1,7,0,0,0,2,20.08945377,10.605,37,11.0014,4.465908119
155,2017,1,7,0,0,0,2,8.2,12.88,37,0,5.231108617
156,2017,1,7,0,0,0,1,8.2,11.365,40,6.0032,4.812184355
157,2017,1,7,0,0,0,1,6.56,9.85,55,6.0032,4.553876892
158,2017,1,7,0,0,0,1,7.38,10.605,47,7.0015,3.931825633
159,2017,1,7,0,0,0,1,7.38,9.85,47,8.9981,3.663561646
160,2017,1,7,0,0,0,2,7.38,9.85,43,11.0014,3.583518938
161,2017,1,7,0,0,0,2,7.38,9.85,51,11.0014,2.708050201
162,2017,1,8,0,0,0,2,7.38,9.85,51,11.0014,3.218875825
163,2017,1,8,0,0,0,2,7.38,10.605,55,6.0032,2.772588722
164,2017,1,8,0,0,0,2,7.38,12.12,55,0,2.772588722
165,2017,1,8,0,0,0,3,7.38,9.85,55,11.0014,1.945910149
166,2017,1,8,0,0,0,3,7.38,9.85,55,11.0014,0
167,2017,1,8,0,0,0,2,6.56,8.335,74,13.04858941,1.609437912
168,2017,1,8,0,0,0,2,6.56,8.335,74,11.0014,0.693147181
169,2017,1,8,0,0,0,2,6.56,9.09,74,7.0015,2.197224577
170,2017,1,8,0,0,0,3,6.56,9.09,93,7.0015,2.708050201
171,2017,1,8,0,0,0,3,6.56,9.09,93,7.0015,2.995732274
172,2017,1,8,0,0,0,2,20.08945377,9.85,80,11.0014,4.110873864
173,2017,1,8,0,0,0,2,8.2,9.09,69,26.0027,4.127134385
174,2017,1,8,0,0,0,2,8.2,9.09,59,23.9994,4.584967479
175,2017,1,8,0,0,0,1,8.2,9.09,44,22.0028,4.624972813
176,2017,1,8,0,0,0,1,8.2,8.335,32,32.9975,4.553876892
177,2017,1,8,0,0,0,1,8.2,8.335,32,30.0026,4.304065093
178,2017,1,8,0,0,0,1,7.38,6.82,29,30.0026,4.33073334
179,2017,1,8,0,0,0,1,6.56,6.06,37,36.9974,4.234106505
180,2017,1,8,0,0,0,1,5.74,6.06,39,19.9995,4.007333185
181,2017,1,8,0,0,0,1,5.74,6.06,36,16.9979,3.401197382
182,2017,1,8,0,0,0,1,4.92,6.06,36,16.9979,3.33220451
183,2017,1,8,0,0,0,1,4.92,5.305,39,23.9994,3.610917913
184,2017,1,8,0,0,0,1,20.08945377,5.305,36,26.0027,3.526360525
185,2017,1,8,0,0,0,1,4.1,3.03,39,30.0026,3.091042453
186,2017,1,9,0,0,0,1,4.1,3.79,42,26.0027,3.218875825
187,2017,1,9,0,0,0,1,4.1,3.03,42,31.0009,2.48490665
188,2017,1,9,0,0,0,1,4.1,3.03,46,31.0009,2.397895273
189,2017,1,9,0,0,0,1,20.08945377,3.79,46,27.9993,1.386294361
190,2017,1,9,0,0,0,1,20.08945377,4.545,53,12.998,0
191,2017,1,9,0,0,0,1,20.08945377,4.545,53,12.998,0
192,2017,1,9,0,0,0,1,4.1,4.545,49,19.0012,0
193,2017,1,9,0,0,0,1,3.28,4.545,53,12.998,1.791759469
194,2017,1,9,0,0,0,1,4.1,4.545,49,19.0012,2.302585093
195,2017,1,9,0,0,0,1,4.92,3.79,46,35.0008,2.944438979
196,2017,1,9,0,0,0,1,5.74,5.305,43,26.0027,3.891820298
197,2017,1,9,0,0,0,1,6.56,6.06,40,35.0008,3.891820298
198,2017,1,9,0,0,0,1,20.08945377,6.82,37,30.0026,4.418840608
199,2017,1,9,0,0,0,1,8.2,8.335,34,30.0026,4.317488114
200,2017,1,9,0,0,0,1,9.02,9.09,32,31.0009,4.276666119
201,2017,1,9,0,0,0,1,9.02,9.85,35,23.9994,4.406719247
202,2017,1,9,0,0,0,1,8.2,8.335,34,30.0026,4.521788577
203,2017,1,9,0,0,0,1,7.38,7.575,37,26.0027,4.127134385
204,2017,1,9,0,0,0,1,6.56,6.82,40,13.04858941,3.871201011
205,2017,1,9,0,0,0,1,6.56,6.82,43,22.0028,3.713572067
206,2017,1,9,0,0,0,1,20.08945377,6.06,46,16.9979,3.63758616
207,2017,1,9,0,0,0,1,5.74,5.305,46,27.9993,2.995732274
208,2017,1,9,0,0,0,1,5.74,6.06,46,19.9995,2.708050201
209,2017,1,9,0,0,0,1,4.92,6.82,50,12.998,1.791759469
210,2017,1,10,0,0,0,1,4.92,6.06,50,19.0012,1.609437912
211,2017,1,10,0,0,0,1,20.08945377,6.06,50,19.0012,0
212,2017,1,10,0,0,0,1,4.92,6.06,50,15.0013,1.098612289
213,2017,1,10,0,0,0,1,4.92,6.06,50,15.0013,0
214,2017,1,10,0,0,0,1,4.1,6.06,54,8.9981,1.098612289
215,2017,1,10,0,0,0,1,4.1,5.305,54,16.9979,1.098612289
216,2017,1,10,0,0,0,1,4.92,6.06,50,19.0012,3.433987204
217,2017,1,10,0,0,0,1,4.92,6.06,50,15.0013,4.343805422
218,2017,1,10,0,0,0,2,4.92,6.06,50,19.0012,5.236441963
219,2017,1,10,0,0,0,2,5.74,6.06,50,13.04858941,4.543294782
220,2017,1,10,0,0,0,2,5.74,6.06,50,19.9995,3.433987204
221,2017,1,10,0,0,0,2,6.56,6.82,47,19.0012,3.401197382
222,2017,1,10,0,0,0,2,8.2,9.09,40,19.0012,3.951243719
223,2017,1,10,0,0,0,2,8.2,9.09,40,19.0012,3.988984047
224,2017,1,10,0,0,0,2,20.08945377,9.85,40,15.0013,3.850147602
225,2017,1,10,0,0,0,2,8.2,9.85,40,15.0013,3.80666249
226,2017,1,10,0,0,0,1,8.2,10.605,40,8.9981,4.304065093
227,2017,1,10,0,0,0,1,8.2,11.365,40,7.0015,5.18178355
228,2017,1,10,0,0,0,1,8.2,9.85,40,15.0013,5.043425117
229,2017,1,10,0,0,0,1,6.56,8.335,47,11.0014,4.553876892
230,2017,1,10,0,0,0,1,6.56,8.335,50,11.0014,4.304065093
231,2017,1,10,0,0,0,1,5.74,6.82,59,12.998,3.63758616
232,2017,1,10,0,0,0,1,5.74,7.575,59,11.0014,3.17805383
233,2017,1,10,0,0,0,1,5.74,7.575,59,11.0014,2.890371758
234,2017,1,11,0,0,0,1,5.74,8.335,59,7.0015,2.48490665
235,2017,1,11,0,0,0,1,5.74,7.575,59,11.0014,1.098612289
236,2017,1,11,0,0,0,2,6.56,7.575,55,12.998,1.098612289
237,2017,1,11,0,0,0,2,6.56,9.09,55,8.9981,1.791759469
238,2017,1,11,0,0,0,2,6.56,9.09,55,8.9981,3.295836866
239,2017,1,11,0,0,0,2,20.08945377,11.365,55,0,4.59511985
240,2017,1,11,0,0,0,2,7.38,10.605,51,6.0032,5.379897354
241,2017,1,11,0,0,0,2,7.38,9.85,51,11.0014,4.86753445
242,2017,1,11,0,0,0,2,8.2,10.605,51,11.0014,3.988984047
243,2017,1,11,0,0,0,2,8.2,10.605,47,8.9981,3.555348061
244,2017,1,11,0,0,0,2,8.2,11.365,51,7.0015,4.043051268
245,2017,1,11,0,0,0,2,8.2,11.365,59,6.0032,3.951243719
246,2017,1,11,0,0,0,2,8.2,11.365,59,6.0032,4.143134726
247,2017,1,11,0,0,0,2,6.56,9.85,80,6.0032,3.850147602
248,2017,1,11,0,0,0,2,6.56,7.575,86,15.0013,4.33073334
249,2017,1,11,0,0,0,2,6.56,7.575,86,15.0013,4.912654886
250,2017,1,11,0,0,0,3,6.56,9.09,93,7.0015,4.553876892
251,2017,1,11,0,0,0,3,6.56,11.365,93,0,3.931825633
252,2017,1,11,0,0,0,3,6.56,7.575,93,12.998,3.465735903
253,2017,1,11,0,0,0,3,6.56,9.85,86,6.0032,2.995732274
254,2017,1,11,0,0,0,3,6.56,9.09,93,7.0015,3.36729583
255,2017,1,11,0,0,0,3,6.56,9.85,93,6.0032,2.944438979
256,2017,1,12,0,0,0,2,6.56,9.85,86,6.0032,1.945910149
257,2017,1,12,0,0,0,2,6.56,9.09,86,7.0015,1.791759469
258,2017,1,12,0,0,0,1,5.74,7.575,86,8.9981,0
259,2017,1,12,0,0,0,1,5.74,7.575,86,11.0014,1.609437912
260,2017,1,12,0,0,0,1,4.92,7.575,93,8.9981,2.772588722
261,2017,1,12,0,0,0,1,20.08945377,7.575,69,8.9981,3.988984047
262,2017,1,12,0,0,0,1,6.56,8.335,59,11.0014,4.852030264
263,2017,1,12,0,0,0,1,6.56,6.82,59,22.0028,4.394449155
264,2017,1,12,0,0,0,1,7.38,9.09,55,15.0013,3.663561646
265,2017,1,12,0,0,0,1,8.2,9.09,51,26.0027,3.555348061
266,2017,1,12,0,0,0,1,8.2,7.575,47,39.0007,4.007333185
267,2017,1,12,0,0,0,1,9.02,9.85,44,23.9994,3.891820298
268,2017,1,12,0,0,0,1,20.08945377,9.09,47,22.0028,3.784189634
269,2017,1,12,0,0,0,1,8.2,8.335,47,27.9993,3.891820298
270,2017,1,12,0,0,0,1,9.02,9.85,44,22.0028,4.219507705
271,2017,1,12,0,0,0,1,20.08945377,9.09,47,23.9994,4.934473933
272,2017,1,12,0,0,0,1,8.2,7.575,47,35.0008,4.919980926
273,2017,1,12,0,0,0,1,7.38,7.575,47,27.9993,4.418840608
274,2017,1,12,0,0,0,1,6.56,6.82,50,22.0028,4.025351691
275,2017,1,12,0,0,0,1,6.56,6.82,55,22.0028,4.043051268
276,2017,1,12,0,0,0,1,6.56,6.06,55,30.0026,3.496507561
277,2017,1,12,0,0,0,1,20.08945377,5.305,59,27.9993,2.995732274
278,2017,1,13,0,0,0,1,5.74,6.06,59,19.0012,1.945910149
279,2017,1,13,0,0,0,1,5.74,6.06,50,19.0012,0.693147181
280,2017,1,13,0,0,0,1,20.08945377,6.06,50,23.9994,0.693147181
281,2017,1,13,0,0,0,1,5.74,6.06,50,22.0028,1.098612289
282,2017,1,13,0,0,0,1,5.74,6.06,50,16.9979,1.386294361
283,2017,1,13,0,0,0,1,5.74,6.06,50,19.9995,1.098612289
284,2017,1,13,0,0,0,1,20.08945377,7.575,54,8.9981,3.33220451
285,2017,1,13,0,0,0,1,4.92,7.575,54,8.9981,4.276666119
286,2017,1,13,0,0,0,1,5.74,6.82,50,12.998,5.308267697
287,2017,1,13,0,0,0,1,5.74,6.06,50,22.0028,4.934473933
288,2017,1,13,0,0,0,2,6.56,6.82,50,23.9994,3.63758616
289,2017,1,13,0,0,0,2,8.2,8.335,44,30.0026,3.610917913
290,2017,1,13,0,0,0,1,8.2,23.53126075,44,27.9993,3.951243719
291,2017,1,13,0,0,0,1,9.02,9.85,41,30.0026,4.418840608
292,2017,1,13,0,0,0,1,9.02,9.85,41,26.0027,3.737669618
293,2017,1,13,0,0,0,1,20.08945377,10.605,38,19.9995,4.094344562
294,2017,1,13,0,0,0,1,9.84,10.605,38,23.9994,4.356708827
295,2017,1,13,0,0,0,1,8.2,9.09,40,19.0012,5.087596335
296,2017,1,13,0,0,0,1,8.2,9.09,40,22.0028,4.9698133
297,2017,1,13,0,0,0,1,6.56,7.575,47,16.9979,4.59511985
298,2017,1,13,0,0,0,1,6.56,7.575,47,15.0013,4.158883083
299,2017,1,13,0,0,0,1,20.08945377,6.06,46,19.9995,3.688879454
300,2017,1,13,0,0,0,1,5.74,6.06,46,22.0028,3.401197382
301,2017,1,13,0,0,0,1,4.92,6.82,50,12.998,2.708050201
302,2017,1,14,0,0,0,1,4.92,6.82,50,12.998,2.63905733
303,2017,1,14,0,0,0,1,4.1,6.06,54,11.0014,1.609437912
304,2017,1,14,0,0,0,1,4.1,23.53126075,54,8.9981,0
305,2017,1,14,0,0,0,1,4.1,6.82,54,7.0015,0
306,2017,1,14,0,0,0,1,4.1,6.82,54,6.0032,2.079441542
307,2017,1,14,0,0,0,1,20.08945377,9.09,54,0,2.833213344
308,2017,1,14,0,0,0,1,4.1,6.06,74,11.0014,4.248495242
309,2017,1,14,0,0,0,1,4.92,8.335,68,0,5.062595033
310,2017,1,14,0,0,0,1,5.74,7.575,69,8.9981,4.762173935
311,2017,1,14,0,0,0,1,7.38,9.09,55,12.998,3.784189634
312,2017,1,14,0,0,0,1,7.38,8.335,51,19.0012,3.970291914
313,2017,1,14,0,0,0,1,8.2,9.85,44,16.9979,4.110873864
314,2017,1,14,0,0,0,1,9.02,9.85,37,26.0027,4.343805422
315,2017,1,14,0,0,0,1,9.02,10.605,41,19.0012,4.158883083
316,2017,1,14,0,0,0,1,9.84,12.12,38,11.0014,4.219507705
317,2017,1,14,0,0,0,1,9.02,12.12,41,7.0015,4.49980967
318,2017,1,14,0,0,0,1,9.02,11.365,41,11.0014,5.068904202
319,2017,1,14,0,0,0,1,8.2,12.88,47,0,4.934473933
320,2017,1,14,0,0,0,1,6.56,9.85,59,6.0032,4.521788577
321,2017,1,14,0,0,0,1,7.38,12.12,59,0,4.219507705
322,2017,1,14,0,0,0,1,6.56,11.365,69,0,3.951243719
323,2017,1,14,0,0,0,2,20.08945377,11.365,69,0,3.583518938
324,2017,1,14,0,0,0,2,7.38,12.12,55,0,3.295836866
325,2017,1,15,0,0,0,1,20.08945377,12.12,55,0,3.33220451
326,2017,1,15,0,0,0,2,6.56,9.85,59,6.0032,2.995732274
327,2017,1,15,0,0,0,2,6.56,9.85,59,6.0032,2.48490665
328,2017,1,15,0,0,0,2,6.56,11.365,59,0,2.079441542
329,2017,1,15,0,0,0,2,6.56,11.365,59,0,1.609437912
330,2017,1,15,0,0,0,1,6.56,11.365,59,0,0
331,2017,1,15,0,0,0,1,5.74,8.335,60.9935402,7.0015,1.098612289
332,2017,1,15,0,0,0,1,5.74,10.605,63,0,2.302585093
333,2017,1,15,0,0,0,1,20.08945377,7.575,63,8.9981,3.135494216
334,2017,1,15,0,0,0,1,6.56,9.09,64,8.9981,3.496507561
335,2017,1,15,0,0,0,1,7.38,9.85,59,11.0014,4.077537444
336,2017,1,15,0,0,0,1,8.2,9.85,55,15.0013,4.276666119
337,2017,1,15,0,0,0,1,9.84,11.365,48,15.0013,4.48863637
338,2017,1,15,0,0,0,1,11.48,12.88,38,19.9995,4.615120517
339,2017,1,15,0,0,0,1,20.08945377,14.395,39,19.0012,4.770684624
340,2017,1,15,0,0,0,2,13.12,15.91,36,12.998,4.859812404
341,2017,1,15,0,0,0,2,13.94,16.665,34,12.998,4.852030264
342,2017,1,15,0,0,0,2,13.12,15.15,36,19.0012,4.418840608
343,2017,1,15,0,0,0,2,12.3,14.395,45,16.9979,4.430816799
344,2017,1,15,0,0,0,2,13.12,15.15,39,16.9979,4.304065093
345,2017,1,15,0,0,0,2,13.12,15.15,39,16.9979,3.713572067
346,2017,1,15,0,0,0,2,13.12,15.15,39,15.0013,4.043051268
347,2017,1,15,0,0,0,2,20.08945377,15.91,42,7.0015,3.258096538
348,2017,1,15,0,0,0,1,12.3,14.395,45,19.0012,3.784189634
349,2017,1,16,0,0,0,1,10.66,15.15,56,0,3.663561646
350,2017,1,16,0,0,0,1,10.66,13.635,56,8.9981,3.135494216
351,2017,1,16,0,0,0,1,10.66,14.395,56,6.0032,2.772588722
352,2017,1,16,0,0,0,1,9.02,13.635,69,0,2.708050201
353,2017,1,16,0,0,0,1,10.66,12.88,56,11.0014,0
354,2017,1,16,0,0,0,2,10.66,12.88,56,11.0014,0.693147181
355,2017,1,16,0,0,0,2,10.66,12.88,56,11.0014,0
356,2017,1,16,0,0,0,2,9.84,10.605,56,19.9995,1.098612289
357,2017,1,16,0,0,0,1,9.02,10.605,55,19.0012,2.890371758
358,2017,1,16,0,0,0,1,9.02,10.605,51,16.9979,3.465735903
359,2017,1,16,0,0,0,1,9.02,10.605,51,19.0012,4.369447852
360,2017,1,16,0,0,0,1,9.84,11.365,44,16.9979,4.532599493
361,2017,1,16,0,0,0,1,20.08945377,10.605,41,19.0012,4.644390899
362,2017,1,16,0,0,0,1,10.66,11.365,35,19.9995,4.770684624
363,2017,1,16,0,0,0,1,11.48,13.635,36,16.9979,4.510859507
364,2017,1,16,0,0,0,1,10.66,12.12,38,16.9979,4.727387819
365,2017,1,16,0,0,0,1,9.84,11.365,38,15.0013,4.59511985
366,2017,1,16,0,0,0,1,20.08945377,10.605,37,16.9979,4.65396035
367,2017,1,16,0,0,0,1,20.08945377,10.605,40,11.0014,4.204692619
368,2017,1,16,0,0,0,1,7.38,9.85,47,8.9981,4.110873864
369,2017,1,16,0,0,0,1,7.38,9.85,47,11.0014,4.043051268
